PRIM_STATE,NAICS_TITLE,OCC_TITLE,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90
IN,Cross-industry,Office and Administrative Support Occupations,25590,29820,37370,47240,60180
TN,Cross-industry,Educational Instruction and Library Occupations,22780,35900,48450,61220,77170
US,Accommodation and Food Services,"Farming, Fishing, and Forestry Occupations",23030,28710,30690,37480,59430
WA,Cross-industry,Healthcare Practitioners and Technical Occupations,46870,61790,92670,120500,161290
AL,Cross-industry,Architecture and Engineering Occupations,47040,61490,82500,122510,153800
US,Finance and Insurance,Mathematical Science Occupations,59830,76830,99340,127870,165090
US,Accommodation and Food Services,"Life, Physical, and Social Science Technicians",24530,25580,30960,40430,48130
US,"Agriculture, Forestry, Fishing and Hunting",Information and Record Clerks,23830,28450,34150,38690,47260
US,"Arts, Entertainment, and Recreation","Baggage Porters, Bellhops, and Concierges",18400,23270,28570,30930,38480
MI,Cross-industry,Sales and Related Occupations,22910,23870,29900,48830,80160
US,Real Estate and Rental and Leasing,Personal Appearance Workers,28400,34910,38790,38790,38790
US,Accommodation and Food Services,Mathematical Science Occupations,47970,52190,77500,80150,97990
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Information and Record Clerks,28660,34200,42500,51080,60860
NV,Cross-industry,Office and Administrative Support Occupations,23590,29520,37350,47220,59910
US,Cross-industry,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",37100,47910,61030,77600,99300
US,Manufacturing,Media and Communication Workers,37890,49320,65890,97630,123410
US,"Agriculture, Forestry, Fishing and Hunting","Forest, Conservation, and Logging Workers",29520,36970,46950,55360,61660
US,"Professional, Scientific, and Technical Services","Electrical and Electronic Equipment Mechanics, Installers, and Repairers",29830,40480,55220,66310,79800
US,Management of Companies and Enterprises,"Librarians, Curators, and Archivists",37240,47030,60110,75940,84200
GA,Cross-industry,Business and Financial Operations Occupations,37110,48490,66790,97630,128440
US,Health Care and Social Assistance,Art and Design Workers,28900,46940,60110,74330,81870
WY,Cross-industry,Legal Occupations,29190,42980,53870,90430,118280
US,Wholesale Trade,Other Healthcare Practitioners and Technical Occupations,31790,39820,54010,78010,114090
OK,Cross-industry,Production Occupations,23940,29820,37630,48620,62140
US,Real Estate and Rental and Leasing,Extraction Workers,30130,36960,45750,51070,61680
US,Management of Companies and Enterprises,Food and Beverage Serving Workers,19970,22730,29510,31470,37940
MA,Cross-industry,Transportation and Material Moving Occupations,29690,30590,38010,48710,62600
OH,Cross-industry,Architecture and Engineering Occupations,47210,60710,77760,99980,127790
US,Utilities,Transportation and Material Moving Occupations,37960,49580,71790,83010,97390
US,Information,Supervisors of Protective Service Workers,47570,60590,80630,101060,120970
NY,Cross-industry,Office and Administrative Support Occupations,29510,36930,46910,60230,77490
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Construction and Extraction Occupations,29970,37790,48300,61800,78770
US,Utilities,Supervisors of Production Workers,63330,95360,116140,129290,154940
US,Utilities,"Material Recording, Scheduling, Dispatching, and Distributing Workers",36910,47750,61270,77770,96520
US,Real Estate and Rental and Leasing,Engineers,59770,62440,77470,98990,125930
US,Utilities,Metal Workers and Plastic Workers,62460,78890,95770,99470,120540
KS,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",18340,29480,39100,59380,79420
US,Real Estate and Rental and Leasing,Construction and Extraction Occupations,29710,37020,47020,60360,77710
AZ,Cross-industry,Office and Administrative Support Occupations,29020,30110,37640,47530,60550
US,"Arts, Entertainment, and Recreation","Drafters, Engineering Technicians, and Mapping Technicians",44150,48060,60360,70830,98040
US,Other Services (except Public Administration),Printing Workers,23750,33210,47440,60470,75940
US,Management of Companies and Enterprises,Media and Communication Equipment Workers,37130,49070,62510,79400,99010
AK,Cross-industry,Management Occupations,48420,68840,98810,127830,168290
MO,Cross-industry,Healthcare Practitioners and Technical Occupations,33200,46740,60820,79170,127930
US,Other Services (except Public Administration),Business Operations Specialists,34950,47650,62190,81680,110100
ME,Cross-industry,Sales and Related Occupations,27730,28690,30170,47620,76770
US,Management of Companies and Enterprises,"Textile, Apparel, and Furnishings Workers",23370,29900,59090,80460,104110
US,Cross-industry,Physical Scientists,48410,62220,82090,121560,163770
US,"Professional, Scientific, and Technical Services",Transportation and Material Moving Occupations,27700,30110,37810,49120,63540
US,"Professional, Scientific, and Technical Services",Health Technologists and Technicians,28670,30460,37250,46810,58900
NE,Cross-industry,Building and Grounds Cleaning and Maintenance Occupations,22960,24660,29660,37460,43940
US,Information,Financial Specialists,51740,63960,88100,124710,155030
FL,Cross-industry,Healthcare Support Occupations,22810,27240,29620,37170,46720
US,Construction,Motor Vehicle Operators,32450,38320,46910,52530,63200
US,Accommodation and Food Services,Protective Service Occupations,22720,28180,31020,39050,50470
MO,Cross-industry,Personal Care and Service Occupations,21650,22840,26720,34460,47290
US,"Arts, Entertainment, and Recreation","Installation, Maintenance, and Repair Occupations",24120,29610,37480,48580,63370
SD,Cross-industry,Legal Occupations,42510,47550,63500,95500,126510
US,Accommodation and Food Services,"Life, Physical, and Social Science Occupations",25580,30770,39010,49860,77470
US,Accommodation and Food Services,Other Transportation Workers,18200,22290,26690,30210,38070
US,Construction,Other Office and Administrative Support Workers,24280,29950,37900,47940,60630
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Food Preparation and Serving Related Occupations,22150,25230,33050,44680,58520
ME,Cross-industry,Community and Social Service Occupations,36360,38320,48140,60820,76490
NC,Cross-industry,"Life, Physical, and Social Science Occupations",38810,49020,64130,94180,125930
US,Transportation and Warehousing,"Forest, Conservation, and Logging Workers",30210,46320,46420,49200,54690
US,Accommodation and Food Services,"Entertainers and Performers, Sports and Related Workers",18620,25630,34600,48790,76390
US,Information,Cooks and Food Preparation Workers,20480,27190,30160,34180,43710
US,"Mining, Quarrying, and Oil and Gas Extraction","Helpers, Construction Trades",30120,36160,37700,48630,60230
US,Educational Services,Business Operations Specialists,38150,48360,61570,79330,101310
WA,Cross-industry,Building and Grounds Cleaning and Maintenance Occupations,29950,31020,36990,45690,51170
US,Cross-industry,"Architects, Surveyors, and Cartographers",46950,60220,77670,99630,127040
US,Other Services (except Public Administration),Funeral Service Workers,23350,28770,36380,48770,72350
US,Construction,Management Occupations,50500,74880,99040,131060,190510
US,Wholesale Trade,"Life, Physical, and Social Science Technicians",29130,37290,47360,61040,80820
US,Accommodation and Food Services,Business and Financial Operations Occupations,24960,30360,47280,63020,85610
US,Cross-industry,Rail Transportation Workers,48120,61000,64170,81350,82670
US,Accommodation and Food Services,Supervisors of Sales Workers,27530,29750,38140,49670,62820
US,"Agriculture, Forestry, Fishing and Hunting",Animal Care and Service Workers,22720,28200,29720,37990,49590
US,"Agriculture, Forestry, Fishing and Hunting","Life, Physical, and Social Science Occupations",29460,37340,49680,76440,99360
KS,Cross-industry,Healthcare Practitioners and Technical Occupations,36150,47000,60820,78320,127690
UT,Cross-industry,Production Occupations,27570,29820,37450,47440,61590
US,Educational Services,Printing Workers,29950,37270,45920,49390,61560
NY,Cross-industry,Educational Instruction and Library Occupations,29300,37660,62710,100030,127940
WI,Cross-industry,Building and Grounds Cleaning and Maintenance Occupations,22480,24670,29860,37370,46860
US,Accommodation and Food Services,Supervisors of Food Preparation and Serving Workers,24030,29370,36590,47380,61940
US,"Agriculture, Forestry, Fishing and Hunting",Computer and Mathematical Occupations,37890,56400,69740,101510,131670
KS,Cross-industry,Office and Administrative Support Occupations,23430,29380,36890,46700,59380
US,"Arts, Entertainment, and Recreation",Occupational Therapy and Physical Therapist Assistants and Aides,17720,38810,46610,53770,65010
MT,Cross-industry,"Life, Physical, and Social Science Occupations",31510,38100,53870,76730,95540
WA,Cross-industry,"Farming, Fishing, and Forestry Occupations",28850,29760,30500,39300,59190
WV,Cross-industry,Production Occupations,22940,29010,37370,48370,70890
US,Retail Trade,"Arts, Design, Entertainment, Sports, and Media Occupations",24960,29240,34830,45460,61770
TN,Cross-industry,Architecture and Engineering Occupations,37730,58100,77130,99840,128110
US,Finance and Insurance,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",29400,36980,46830,49220,78840
KS,Cross-industry,"Farming, Fishing, and Forestry Occupations",19970,28900,34710,38090,51450
DE,Cross-industry,"Farming, Fishing, and Forestry Occupations",23810,29440,34270,43680,53870
US,Other Services (except Public Administration),Woodworkers,24170,29810,37620,47080,59690
US,Information,Metal Workers and Plastic Workers,30070,31310,49010,60220,75410
LA,Cross-industry,Community and Social Service Occupations,27050,33310,46840,60250,64040
US,Management of Companies and Enterprises,Engineers,75480,81280,102110,130600,166610
NJ,Cross-industry,Computer and Mathematical Occupations,54880,77510,101910,131040,166080
US,Accommodation and Food Services,Food Preparation and Serving Related Occupations,18300,22280,28120,30820,38720
US,Transportation and Warehousing,"Material Recording, Scheduling, Dispatching, and Distributing Workers",32290,38500,46950,63610,67230
US,"Mining, Quarrying, and Oil and Gas Extraction",Information and Record Clerks,29390,36360,46420,59190,62750
US,"Professional, Scientific, and Technical Services",Computer and Mathematical Occupations,47560,63200,99060,129320,165800
TN,Cross-industry,Community and Social Service Occupations,29010,36280,45870,56170,68810
US,"Professional, Scientific, and Technical Services",Other Educational Instruction and Library Occupations,43320,57110,76600,98070,121350
NV,Cross-industry,Protective Service Occupations,23760,29910,38980,61190,84760
SC,Cross-industry,Transportation and Material Moving Occupations,22400,27210,30640,39270,55740
US,Retail Trade,Legal Support Workers,28940,31410,36750,46020,60360
NH,Cross-industry,Educational Instruction and Library Occupations,28910,36810,49120,74510,80660
HI,Cross-industry,Sales and Related Occupations,24220,28770,35530,47430,72680
GA,Cross-industry,Office and Administrative Support Occupations,23180,29170,37040,47060,60560
US,"Arts, Entertainment, and Recreation",Media and Communication Workers,29160,38340,50040,77560,129360
US,Utilities,Building and Grounds Cleaning and Maintenance Occupations,29750,36560,43380,59360,74270
US,Cross-industry,Communications Equipment Operators,23150,28770,30720,37770,49070
CA,Cross-industry,Transportation and Material Moving Occupations,29850,30730,37810,47910,61870
US,Administrative and Support and Waste Management and Remediation Services,Motor Vehicle Operators,29200,36000,44180,49190,61090
US,Construction,"Supervisors of Installation, Maintenance, and Repair Workers",47370,59750,76410,97210,117120
